DateTime,VoltagemV_0,ExternalTemp_0,Bypass_0,BalancemAh_0,VoltagemV_1,ExternalTemp_1,Bypass_1,BalancemAh_1,VoltagemV_2,ExternalTemp_2,Bypass_2,BalancemAh_2
05-05-2022 00:27:37,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:27:52,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:28:07,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:28:22,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:28:37,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:28:52,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:29:07,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:29:22,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:29:37,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:29:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:30:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:30:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:30:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:30:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:31:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:31:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:31:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:31:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:32:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:32:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:32:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:32:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:33:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:33:23,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:33:38,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:33:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:34:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:34:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:34:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:34:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:35:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:35:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:35:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:35:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:36:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:36:23,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:36:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:36:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:37:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:37:23,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:37:38,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:37:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:38:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:38:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:38:38,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:38:53,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:39:08,12930,18,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:39:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:39:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:39:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:40:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:40:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:40:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:40:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:41:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:41:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:41:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:41:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:42:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:42:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:42:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:42:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:43:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:43:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:43:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:43:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:44:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:44:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:44:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:44:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:45:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:45:23,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:45:38,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:45:53,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:46:08,12930,17,N,0,12827,18,N,0,13003,18,N,0
05-05-2022 00:46:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:46:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:46:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:47:08,12930,17,N,0,12827,17,N,0,13006,18,N,0
05-05-2022 00:47:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:47:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:47:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:48:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:48:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:48:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:48:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:49:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:49:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:49:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:49:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:50:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:50:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:50:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:50:53,12933,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:51:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:51:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:51:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:51:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:52:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:52:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:52:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:52:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:53:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:53:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:53:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:53:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:54:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:54:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:54:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:54:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:55:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:55:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:55:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:55:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:56:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:56:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:56:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:56:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:57:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:57:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:57:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:57:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:58:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:58:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:58:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:58:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:59:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:59:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:59:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 00:59:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:00:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:00:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:00:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:00:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:01:08,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:01:23,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:01:38,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:01:53,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:02:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:02:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:02:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:02:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:03:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:03:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:03:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:03:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:04:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:04:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:04:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:04:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:05:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:05:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:05:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:05:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:06:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:06:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:06:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:06:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:07:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:07:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:07:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:07:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:08:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:08:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:08:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:08:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:09:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:09:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:09:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:09:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:10:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:10:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:10:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:10:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:11:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:11:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:11:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:11:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:12:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:12:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:12:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:12:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:13:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:13:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:13:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:13:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:14:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:14:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:14:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:14:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:15:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:15:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:15:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:15:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:16:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:16:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:16:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:16:54,12933,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:17:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:17:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:17:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:17:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:18:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:18:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:18:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:18:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:19:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:19:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:19:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:19:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:20:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:20:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:20:39,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:20:54,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:21:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:21:24,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:21:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:21:54,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:22:09,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:22:24,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:22:39,12930,17,N,0,12827,17,N,0,13003,18,N,0
05-05-2022 01:22:54,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:23:09,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:23:24,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:23:39,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:23:54,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:24:09,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:24:24,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:24:39,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:24:54,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:25:09,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:25:24,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:25:39,12930,17,N,0,12827,17,N,0,13003,17,N,0
05-05-2022 01:25:54,12930,17,N,0,12827,17,N,0,13003,17,N,0
