DateTime,VoltagemV_0,ExternalTemp_0,Bypass_0,BalancemAh_0,VoltagemV_1,ExternalTemp_1,Bypass_1,BalancemAh_1,VoltagemV_2,ExternalTemp_2,Bypass_2,BalancemAh_2
04-05-2022 21:11:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:11:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:11:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:11:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:12:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:12:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:12:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:12:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:13:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:13:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:13:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:13:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:14:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:14:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:14:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:14:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:15:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:15:16,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:15:31,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:15:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:16:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:16:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:16:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:16:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:17:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:17:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:17:31,12943,18,N,0,12827,18,N,0,13006,18,N,0
04-05-2022 21:17:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:18:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:18:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:18:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:18:46,12943,18,N,0,12827,18,N,0,13006,18,N,0
04-05-2022 21:19:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:19:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:19:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:19:46,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:20:01,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:20:16,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:20:31,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:20:47,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:21:02,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:21:17,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:21:32,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:21:47,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:22:02,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:22:17,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:22:32,12937,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:22:47,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:23:02,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:23:17,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:23:32,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:23:47,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:24:02,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:24:17,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:24:32,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:24:47,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:25:02,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:25:17,12940,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:25:32,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:25:47,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:26:02,12937,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:26:17,12943,18,N,0,12827,18,N,0,13003,18,N,0
04-05-2022 21:26:32,12940,18,N,0,12827,18,N,0,13006,18,N,0
04-05-2022 21:26:47,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:27:02,12940,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:27:17,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:27:32,12937,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:27:47,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:28:02,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:28:17,12940,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:28:32,12940,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:28:47,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:29:02,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:29:17,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:29:32,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:29:47,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:30:02,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:30:17,12940,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:30:32,12940,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:30:47,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:31:02,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:31:17,12943,18,N,0,12827,19,N,0,13003,18,N,0
04-05-2022 21:31:32,12940,18,N,0,12827,19,N,0,13003,18,N,0
